invoice_id,site,new_commodity_group,invoice_commodity_quantity,multiple_commodities,priority_multiple_commodities,freight_per_invoice,invoice_total,invoice_commodity_group,invoice_commodity_description,location,supplier_name,model,supplier_mode,supplier_match_flag,standardization_status,error_summary,priority_failure_reasons,method,unit,rate_unit,freight_class,applied_rate,shipment_type,invoice_freight_commodity_cost,base_rate,inflation_rate,fsc_rate,intertim_rate,xgs_rebate,star_net_rebate,raw_invoice_cost,minimum_applied,freight_class_rank,ltl_only_cost,ftl_cost,ltl_fallback_cost,xgs_threshold_cost,xgs_method,optimal_cost,optimal_method,ftl_blocked,penalty_vs_optimal,hybrid_overflow_flag,hybrid_num_truckloads,hybrid_overflow_qty,hybrid_overflow_cost,hybrid_ftl_cost_component,hybrid_cost_total,hybrid_overflow_class,hybrid_overflow_rate,realistic_optimal_cost,realistic_optimal_method,xgs_rate,historical_rate,rate_ratio_normal,pct_difference,savings_flag,freight_ratio_normal_site,rate_ratio_normal_outlier,pct_difference_outlier
636101,SPCP,1VNL,9266.0,True,False,1828.38,30265.29,1VNL,VCT,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string); Unsupported commodity group '1ADH',No priority errors found,CWT,LBS,CWT,5M,0.1257703301886792,LTL,1165.39,0.11322,0.1068113207547169,0.138854716981132,0.1281735849056604,0.0106811320754716,0.0024032547169811,1165.39,False,6.0,1165.39,1986.7924528301885,1165.39,1165.39,LTL,1165.39,LTL,False,0.0,False,1,0.0,0.0,1986.7924528301885,1986.7924528301885,,,1165.39,LTL,0.12577055903302398,0.1973213900280596,0.6373893829510276,-36.26106170489723,LOSS,0.7569827268861484,OK,OK
636102,FSG,1VNL,8159.73,False,False,442.26,16237.26,1VNL,LVP,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,5M,0.0681839150943396,LTL,556.36,0.06138,0.0579056603773584,0.075277358490566,0.0694867924528302,0.0057905660377358,0.0013028773584905,556.36,False,6.0,556.36,1255.0733490566038,556.36,556.36,LTL,556.36,LTL,False,0.0,False,1,0.0,0.0,1255.0733490566038,1255.0733490566038,,,556.36,LTL,0.06818362862496677,0.05420032280479869,1.2579930357708138,25.79930357708138,SAVINGS,1.9071450997734158,OK,OK
636103,SPK,1VNL,24372.4,True,False,3262.51,38697.7,1VNL,LVT,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string); Unsupported commodity group '1ADH',No priority errors found,CWT,LBS,CWT,20M,0.196353679245283,FTL,4785.61,0.17676,0.1667547169811321,0.2167811320754717,0.2001056603773585,0.0166754716981132,0.0037519811320754,4785.61,False,8.0,4785.61,5903.008726415094,4785.61,4785.61,LTL,4785.61,LTL,False,0.0,False,1,0.0,0.0,5903.008726415094,5903.008726415094,,,4785.61,LTL,0.19635366233936746,0.13386084259244063,1.4668491437574136,46.68491437574136,SAVINGS,1.5387210407702332,OK,OK
636104,SPK,1VNL,65.1,False,False,102.46,295.14,1VNL,LVT,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,CWT,LBS,CWT,L5C,0.4745880424528302,LTL,148.31,0.42723,0.4030471698113207,0.523961320754717,0.4836566037735849,0.040304716981132,0.0090685613207547,30.9,True,1.0,148.31,5903.008726415094,148.31,148.31,LTL,148.31,LTL,False,0.0,False,1,0.0,0.0,5903.008726415094,5903.008726415094,,,148.31,LTL,2.2781874039938557,1.5738863287250384,1.447491704079641,44.74917040796409,SAVINGS,1.5387210407702332,OK,OK
636105,SPW,1CPT,1205.0,False,False,1752.21,33299.11,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,1M,0.8194733490566039,LTL,987.47,0.7377,0.6959433962264151,0.9047264150943396,0.8351320754716982,0.0695943396226415,0.0156587264150943,987.47,False,3.0,987.47,2128.139858490566,987.47,987.47,LTL,987.47,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,987.47,LTL,0.8194771784232365,1.454116182572614,0.5635568795977651,-43.64431204022349,LOSS,0.9630804960563666,OK,OK
636157,SPCP,1VNL,4101.01,False,False,0.0,10239.8,1VNL,LVT,GA,"INTERFACE AMERICAS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,3M,0.1609620283018868,LTL,660.11,0.1449,0.1366981132075471,0.1777075471698113,0.1640377358490566,0.0136698113207547,0.0030757075471698,660.11,False,5.0,660.11,1986.7924528301885,660.11,660.11,LTL,660.11,LTL,False,0.0,False,1,0.0,0.0,1986.7924528301885,1986.7924528301885,,,660.11,LTL,0.16096278721583218,,,,LOSS,0.7569827268861484,MISSING,MISSING
636201,SPCP,1CBL,1750.0,True,False,1905.52,48404.12,1CBL,Carpet Roll,not in GA,TARKETT USA INC,0.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful; Unsupported commodity group '1ADH'; Unsupported commodity group '1PCAR',No priority errors found,AREA,SQYD,SQYD,1M,0.5353181603773586,LTL,936.81,0.4819,0.4546226415094339,0.5910094339622641,0.5455471698113208,0.0454622641509434,0.0102290094339622,936.81,False,3.0,936.81,1986.7924528301885,936.81,936.81,LTL,936.81,LTL,False,0.0,False,1,0.0,0.0,1986.7924528301885,1986.7924528301885,,,936.81,LTL,0.53532,1.0888685714285715,0.4916295814265922,-50.83704185734078,LOSS,0.7569827268861484,OK,OK
636203,SPCP,1VNL,380.99,True,False,117.26,2139.51,1VNL,LVT,GA,"MANNINGTON MILLS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Unsupported commodity group '1ADH'; Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,L5C,0.265237429245283,LTL,108.59,0.23877,0.225254716981132,0.2928311320754717,0.2703056603773585,0.0225254716981132,0.0050682311320754,101.05,True,1.0,108.59,1986.7924528301885,108.59,108.59,LTL,108.59,LTL,False,0.0,False,1,0.0,0.0,1986.7924528301885,1986.7924528301885,,,108.59,LTL,0.28502060421533376,0.3077771070106827,0.9260617431349139,-7.393825686508615,LOSS,0.7569827268861484,OK,OK
636205,SPW,1VNL,1469.55,False,False,133.65,4045.95,1VNL,LVT,not in GA,TARKETT USA INC,0.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,1M,0.1793576886792452,LTL,263.58,0.16146,0.1523207547169811,0.1980169811320754,0.1827849056603773,0.0152320754716981,0.003427216981132,263.58,False,3.0,263.58,2128.139858490566,263.58,263.58,LTL,263.58,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,263.58,LTL,0.1793610288863938,0.09094620802286416,1.9721661054994386,97.21661054994387,SAVINGS,0.9630804960563666,OK,OK
636230,SPD,1VNL,1034.12,True,False,243.17,3044.25,1VNL,LVT,GA,"MANNINGTON MILLS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful; Unsupported commodity group '1ADH',No priority errors found,CWT,LBS,CWT,1M,0.2282461556603773,LTL,236.03,0.20547,0.1938396226415094,0.2519915094339622,0.2326075471698113,0.0193839622641509,0.0043613915094339,236.03,False,3.0,236.03,4052.5875,236.03,236.03,LTL,236.03,LTL,False,0.0,False,1,0.0,0.0,4052.5875,4052.5875,,,236.03,LTL,0.22824237032452716,0.23514679147487721,0.970637825389645,-2.9362174610354908,LOSS,2.001901920220323,OK,OK
636243,SPCP,1VNL,504.6,False,False,87.62,1026.3200000000002,1VNL,LVT,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,CWT,LBS,CWT,5C,0.2417429716981131,LTL,121.98,0.21762,0.2053018867924528,0.2668924528301886,0.2463622641509434,0.0205301886792452,0.0046192924528301,121.98,False,2.0,121.98,1986.7924528301885,121.98,121.98,LTL,121.98,LTL,False,0.0,False,1,0.0,0.0,1986.7924528301885,1986.7924528301885,,,121.98,LTL,0.2417360285374554,0.17364248910027744,1.3921479114357453,39.21479114357454,SAVINGS,0.7569827268861484,OK,OK
636267,SPL,1CPT,-1.0,False,False,0.0,0.0,1CPT,Carpet Tiles,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,,,,,,,,,,,,,,,1353.0424528301885,,,LTL,1353.0424528301885,FTL,True,,False,1,0.0,0.0,1353.0424528301885,1353.0424528301885,,,1353.0424528301885,FTL,-1353.0424528301885,,,,LOSS,1.2608700558263557,MISSING,MISSING
636309,SPHU,1CPT,96.0,False,False,201.96,1353.0,1CPT,Carpet Tiles,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.9574408018867924,LTL,91.91,0.8619,0.8131132075471698,1.0570471698113206,0.9757358490566036,0.0813113207547169,0.0182950471698113,91.91,False,1.0,91.91,1986.7924528301885,91.91,91.91,LTL,91.91,LTL,False,0.0,False,1,0.0,0.0,1986.7924528301885,1986.7924528301885,,,91.91,LTL,0.9573958333333333,2.1037500000000002,0.4550901168548227,-54.49098831451773,LOSS,1.1013902256808616,OK,OK
636310,DIT,1CPT,32.0,False,False,42.48,586.16,1CPT,Carpet Tiles,GA,"MOHAWK COMMERCIAL, INC",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.8282490566037737,LTL,52.59,0.7456,0.7033962264150944,0.9144150943396226,0.8440754716981133,0.0703396226415094,0.0158264150943396,26.5,True,1.0,52.59,1608.2257075471698,52.59,52.59,LTL,52.59,LTL,False,0.0,False,1,0.0,0.0,1608.2257075471698,1608.2257075471698,,,52.59,LTL,1.6434375,1.3275,1.237994350282486,23.799435028248606,SAVINGS,0.613679377159507,OK,OK
636311,DIT,1CBL,234.66,False,False,303.59,8962.69,1CBL,Carpet Roll,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.487218396226415,LTL,114.33,0.4386,0.4137735849056603,0.5379056603773584,0.4965283018867924,0.041377358490566,0.0093099056603773,114.33,False,1.0,114.33,1608.2257075471698,114.33,114.33,LTL,114.33,LTL,False,0.0,False,1,0.0,0.0,1608.2257075471698,1608.2257075471698,,,114.33,LTL,0.4872155458961902,1.2937441404585357,0.376593431931223,-62.34065680687769,LOSS,0.613679377159507,OK,OK
636312,SPB,1CBL,144.0,False,False,174.96,3894.48,1CBL,Carpet Roll,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.8479110849056604,LTL,122.1,0.7633,0.7200943396226415,0.936122641509434,0.8641132075471698,0.0720094339622641,0.0162021226415094,122.1,False,1.0,122.1,2053.322405660377,122.1,122.1,LTL,122.1,LTL,False,0.0,False,1,0.0,0.0,2053.322405660377,2053.322405660377,,,122.1,LTL,0.8479166666666667,1.215,0.6978737997256516,-30.21262002743485,LOSS,1.0097730002168825,OK,OK
636313,KFC,1VNL,210.5,False,False,120.38,603.9200000000001,1VNL,LVP,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,CWT,LBS,CWT,L5C,0.2006526650943396,LTL,112.46,0.18063,0.1704056603773585,0.221527358490566,0.2044867924528302,0.0170405660377358,0.0038341273584905,42.24,True,1.0,112.46,979.0471698113208,112.46,112.46,LTL,112.46,LTL,False,0.0,False,1,0.0,0.0,979.0471698113208,979.0471698113208,,,112.46,LTL,0.534251781472684,0.57187648456057,0.9342083402558564,-6.57916597441436,LOSS,1.2322399401320787,OK,OK
636358,SPWV,1CBL,16.0,False,False,90.0,953.84,1CBL,Carpet Roll,Is_Distributor,FABRICA INTERNATIONAL,0.0,Distributor,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.8941224056603773,LTL,87.85,0.8049,0.7593396226415093,0.9871415094339622,0.9112075471698112,0.0759339622641509,0.0170851415094339,14.31,True,1.0,87.85,3653.665330188679,87.85,87.85,LTL,87.85,LTL,False,0.0,False,1,0.0,0.0,3653.665330188679,3653.665330188679,,,87.85,LTL,5.490625,5.625,0.976111111111111,-2.388888888888895,LOSS,1.3540436886339244,OK,OK
636413,KFC,1VNL,156.39,False,False,104.91,513.9399999999999,1VNL,LVP,GA,"INTERFACE AMERICAS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,L5C,0.2006526650943396,LTL,112.46,0.18063,0.1704056603773585,0.221527358490566,0.2044867924528302,0.0170405660377358,0.0038341273584905,31.38,True,1.0,112.46,979.0471698113208,112.46,112.46,LTL,112.46,LTL,False,0.0,False,1,0.0,0.0,979.0471698113208,979.0471698113208,,,112.46,LTL,0.7190996866807341,0.6708229426433916,1.0719664474311315,7.196644743113138,SAVINGS,1.2322399401320787,OK,OK
636455,FSG,1VNL,1398.59,True,False,64.78,3910.68,1VNL,VCT,not in GA,"FORBO INDUSTRIES, INC",0.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Unsupported commodity group '1ADH'; Standardization successful,No priority errors found,CWT,LBS,CWT,1M,0.1320688443396226,LTL,184.71,0.11889,0.1121603773584905,0.1458084905660377,0.1345924528301886,0.011216037735849,0.002523608490566,184.71,False,3.0,184.71,1255.0733490566038,184.71,184.71,LTL,184.71,LTL,False,0.0,False,1,0.0,0.0,1255.0733490566038,1255.0733490566038,,,184.71,LTL,0.13206872636011985,0.046318077492331564,2.851343007100957,185.13430071009574,SAVINGS,1.9071450997734158,OK,OK
636459,SPJ,1VNL,4994.950000000001,False,False,186.84,10566.84,1VNL,VCT,not in GA,"FORBO INDUSTRIES, INC",0.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,3M,0.1299693396226415,LTL,649.19,0.117,0.110377358490566,0.1434905660377358,0.1324528301886792,0.0110377358490566,0.0024834905660377,649.19,False,5.0,649.19,2128.139858490566,649.19,649.19,LTL,649.19,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,649.19,LTL,0.12996926896165126,0.03740577983763601,3.4745771783344037,247.45771783344037,SAVINGS,1.0127785974276275,OK,OK
636473,SPW,1VNL,4629.29,True,False,282.15,15957.27,1VNL,LVP,not in GA,"FORBO INDUSTRIES, INC",0.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string); Unsupported commodity group '1ADH',No priority errors found,CWT,LBS,CWT,3M,0.1413666509433962,LTL,654.43,0.12726,0.1200566037735849,0.1560735849056603,0.1440679245283019,0.0120056603773584,0.0027012735849056,654.43,False,5.0,654.43,2128.139858490566,654.43,654.43,LTL,654.43,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,654.43,LTL,0.14136725070151146,0.0609488712091919,2.3194400141768563,131.94400141768563,SAVINGS,0.9630804960563666,OK,OK
636475,SPJ,1VNL,199.8,True,False,24.8,1402.94,1VNL,VCT,not in GA,"FORBO INDUSTRIES, INC",0.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful; Unsupported commodity group '1ADH',No priority errors found,CWT,LBS,CWT,L5C,0.2286460613207547,LTL,95.35,0.20583,0.1941792452830189,0.2524330188679246,0.2330150943396226,0.0194179245283018,0.0043690330188679,45.68,True,1.0,95.35,2128.139858490566,95.35,95.35,LTL,95.35,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,95.35,LTL,0.47722722722722716,0.12412412412412412,3.8447580645161286,284.4758064516129,SAVINGS,1.0127785974276275,HIGH,HIGH
636476,PVF,1VNL,557.84,False,False,34.99,1978.97,1VNL,VCT,not in GA,"FORBO INDUSTRIES, INC",0.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,5C,0.2704362028301886,LTL,150.86,0.24345,0.2296698113207547,0.2985707547169811,0.2756037735849057,0.0229669811320754,0.0051675707547169,150.86,False,2.0,150.86,3196.169575471698,150.86,150.86,LTL,150.86,LTL,False,0.0,False,1,0.0,0.0,3196.169575471698,3196.169575471698,,,150.86,LTL,0.27043596730245234,0.06272407858884269,4.311517576450415,331.1517576450414,SAVINGS,0.8672469606688714,HIGH,HIGH
636477,CCS,1VNL,26.99,True,False,0.0,119.21,1VNL,LVP,Is_Distributor,RAY LYNN INC DBA LYNN WHOLESALE FLOORING,0.0,Distributor,Supplier Matched,SUCCESS,Standardization successful; Unsupported commodity group '1TRAN'; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,CWT,LBS,CWT,L5C,0.2110502122641509,LTL,101.96,0.18999,0.1792358490566037,0.2330066037735849,0.2150830188679245,0.0179235849056603,0.0040328066037735,5.7,True,1.0,101.96,2271.014150943396,101.96,101.96,LTL,101.96,LTL,False,0.0,False,1,0.0,0.0,2271.014150943396,2271.014150943396,,,101.96,LTL,3.7776954427565763,,,,LOSS,1.2031939945613996,MISSING,MISSING
636480,FSG,1VNL,334.11,False,False,81.45,429.39,1VNL,VCT,Is_Distributor,J.J. HAINES & COMPANY,0.0,Distributor,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,L5C,0.1868559198113207,LTL,95.35,0.16821,0.158688679245283,0.2062952830188679,0.1904264150943396,0.0158688679245283,0.0035704952830188,62.43,True,1.0,95.35,1255.0733490566038,95.35,95.35,LTL,95.35,LTL,False,0.0,False,1,0.0,0.0,1255.0733490566038,1255.0733490566038,,,95.35,LTL,0.2853850528269133,0.2437819879680345,1.1706568446899939,17.06568446899938,SAVINGS,1.9071450997734158,OK,OK
636525,CCS,1VNL,569.55,False,False,0.0,618.09,1VNL,LVP,Is_Distributor,RAY LYNN INC DBA LYNN WHOLESALE FLOORING,0.0,Distributor,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,5C,0.1924545990566037,LTL,109.61,0.17325,0.1634433962264151,0.2124764150943396,0.1961320754716981,0.0163443396226415,0.0036774764150943,109.61,False,2.0,109.61,2271.014150943396,109.61,109.61,LTL,109.61,LTL,False,0.0,False,1,0.0,0.0,2271.014150943396,2271.014150943396,,,109.61,LTL,0.19245017996664035,,,,LOSS,1.2031939945613996,MISSING,MISSING
636552,SPT,1VNL,2322.25,False,False,551.07,4371.87,1VNL,LVT,,CAPRI CORK LLC DBA THE LITITZ FLOORING COMPANY,,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,CWT,LBS,CWT,2M,0.1440660141509434,LTL,334.56,0.12969,0.1223490566037736,0.1590537735849057,0.1468188679245283,0.0122349056603773,0.0027528537735849,334.56,False,4.0,334.56,2128.139858490566,334.56,334.56,LTL,334.56,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,334.56,LTL,0.1440671762299494,0.23730003229626442,0.6071098045620338,-39.28901954379661,LOSS,0.9769016566495479,OK,OK
636558,PVF,1VNL,217.71,True,False,87.91,625.68,1VNL,LVT,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Unsupported commodity group '1ADH'; Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,CWT,LBS,CWT,L5C,0.3055279245283018,LTL,108.59,0.2750399999999999,0.2594716981132075,0.3373132075471697,0.311366037735849,0.0259471698113207,0.0058381132075471,66.52,True,1.0,108.59,3196.169575471698,108.59,108.59,LTL,108.59,LTL,False,0.0,False,1,0.0,0.0,3196.169575471698,3196.169575471698,,,108.59,LTL,0.4987827844380139,0.4037940379403794,1.2352405869639405,23.52405869639405,SAVINGS,0.8672469606688714,OK,OK
636569,SPL,1CPT,0.75,False,False,0.0,-1.3322676295501878e-15,1CPT,Carpet Tiles,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,L5C,0.8246943396226414,LTL,57.33,0.7424,0.7003773584905659,0.9104905660377356,0.8404528301886791,0.0700377358490565,0.0157584905660377,0.62,True,1.0,57.33,1353.0424528301885,57.33,57.33,LTL,57.33,LTL,False,0.0,False,1,0.0,0.0,1353.0424528301885,1353.0424528301885,,,57.33,LTL,76.44,,,,LOSS,1.2608700558263557,MISSING,MISSING
636651,SPC,1CPT,17.8,False,False,16.88,289.45,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.8244721698113208,LTL,57.33,0.7422,0.7001886792452829,0.910245283018868,0.8402264150943396,0.0700188679245283,0.0157542452830188,14.68,True,1.0,57.33,1353.4195754716982,57.33,57.33,LTL,57.33,LTL,False,0.0,False,1,0.0,0.0,1353.4195754716982,1353.4195754716982,,,57.33,LTL,3.2207865168539325,0.948314606741573,3.3963270142180098,239.632701421801,SAVINGS,0.8244552950552971,OK,OK
636675,PVF,1VNL,6.97,True,False,181.17,748.24,1VNL,LVP,GA,"INTERFACE AMERICAS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful; Unsupported commodity group '1ADH',No priority errors found,CWT,LBS,CWT,L5C,0.3055279245283018,LTL,108.59,0.2750399999999999,0.2594716981132075,0.3373132075471697,0.311366037735849,0.0259471698113207,0.0058381132075471,2.13,True,1.0,108.59,3196.169575471698,108.59,108.59,LTL,108.59,LTL,False,0.0,False,1,0.0,0.0,3196.169575471698,3196.169575471698,,,108.59,LTL,15.579626972740316,25.992826398852223,0.5993817961031076,-40.06182038968924,LOSS,0.8672469606688714,OK,OK
636676,PVF,1CPT,11.96,True,False,72.6,558.6700000000001,1CPT,Carpet Tiles,GA,"INTERFACE AMERICAS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful; Unsupported commodity group '1ADH',No priority errors found,AREA,SQYD,SQYD,L5C,1.290695518867924,LTL,79.38,1.1619,1.096132075471698,1.4249716981132072,1.3153584905660374,0.1096132075471698,0.0246629716981132,15.44,True,1.0,79.38,3196.169575471698,79.38,79.38,LTL,79.38,LTL,False,0.0,False,1,0.0,0.0,3196.169575471698,3196.169575471698,,,79.38,LTL,6.637123745819397,6.070234113712374,1.0933884297520662,9.338842975206612,SAVINGS,0.8672469606688714,OK,OK
636678,SPT,1VNL,4218.93,False,False,657.63,7408.76,1VNL,LVP,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,3M,0.1440660141509434,LTL,607.8,0.12969,0.1223490566037736,0.1590537735849057,0.1468188679245283,0.0122349056603773,0.0027528537735849,607.8,False,5.0,607.8,2128.139858490566,607.8,607.8,LTL,607.8,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,607.8,LTL,0.14406496433929927,0.1558760159566525,0.9242279093107064,-7.577209068929354,LOSS,0.9769016566495479,OK,OK
636919,SPT,1CPT,541.68,False,False,572.91,7708.530000000001,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,5C,0.8493551886792453,LTL,460.08,0.7646,0.7213207547169811,0.9377169811320756,0.8655849056603774,0.0721320754716981,0.016229716981132,460.08,False,2.0,460.08,2128.139858490566,460.08,460.08,LTL,460.08,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,460.08,LTL,0.8493575542755871,1.0576539654408508,0.8030580719484736,-19.694192805152642,LOSS,0.9769016566495479,OK,OK
636976,FSU,1CPT,47.98,False,False,42.78,1233.5,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,2.398545283018868,LTL,123.04,2.1592,2.0369811320754714,2.648075471698113,2.444377358490566,0.2036981132075471,0.0458320754716981,115.08,True,1.0,123.04,1253.6200471698114,123.04,123.04,LTL,123.04,LTL,False,0.0,False,1,0.0,0.0,1253.6200471698114,1253.6200471698114,,,123.04,LTL,2.564401834097541,0.8916215089620676,2.876110331930809,187.6110331930809,SAVINGS,1.8899723954471443,OK,OK
637031,PVF,1CBL,96.0,False,False,181.38,5887.94,1CBL,Carpet Roll,Is_Distributor,SIENA LLC,0.0,Distributor,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.7591542452830189,LTL,79.38,0.6834,0.6447169811320754,0.8381320754716981,0.7736603773584906,0.0644716981132075,0.0145061320754716,72.88,True,1.0,79.38,3196.169575471698,79.38,79.38,LTL,79.38,LTL,False,0.0,False,1,0.0,0.0,3196.169575471698,3196.169575471698,,,79.38,LTL,0.8268749999999999,1.889375,0.4376447237843202,-56.23552762156798,LOSS,0.8672469606688714,OK,OK
637050,SPC,1VNL,17854.13,False,False,1569.76,41130.74,1VNL,LVT,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,CWT,LBS,CWT,10M,0.063585,LTL,1135.25,0.05724,0.054,0.0702,0.0648,0.0054,0.001215,1135.25,False,7.0,1135.25,1353.4195754716982,1135.25,1135.25,LTL,1135.25,LTL,False,0.0,False,1,0.0,0.0,1353.4195754716982,1353.4195754716982,,,1135.25,LTL,0.06358472801531075,0.08792139409761214,0.7231997247986954,-27.68002752013046,LOSS,0.8244552950552971,OK,OK
